@relation 'generators.SEAGenerator -b'

@attribute attrib1 numeric
@attribute attrib2 numeric
@attribute attrib3 numeric
@attribute class {groupA,groupB}

@data
2.220592,4.63373,3.7627,groupA
7.06491,4.437732,3.415347,groupB
1.881166,5.296695,4.666064,groupA
7.494019,5.923053,6.801296,groupB
0.305408,7.34068,7.687457,groupA
8.121885,1.518079,4.094122,groupB
3.87378,0.003427,7.916894,groupA
9.894492,9.752515,9.218999,groupB
0.4895,0.084581,4.872278,groupA
9.428862,6.466424,8.338556,groupB
4.82525,3.104612,6.356293,groupA
8.695171,5.027206,2.296238,groupB
4.216471,1.945826,0.631261,groupA
8.53514,6.065704,0.112524,groupB
1.303968,7.397025,1.668941,groupA
6.146113,4.129872,8.993211,groupB
2.961134,4.267498,3.510772,groupA
7.827461,7.071055,5.380235,groupB
3.661051,3.822018,7.827288,groupA
6.373543,7.218758,5.646068,groupB
4.091768,1.339646,9.19036,groupA
5.863502,7.174399,0.742995,groupB
0.936648,4.936027,4.807003,groupA
7.862904,1.438886,7.428501,groupB
4.361514,2.51724,2.772258,groupA
8.110215,7.815068,0.175216,groupB
5.877798,0.255687,3.207513,groupA
3.113838,7.941748,5.173487,groupB
0.679085,8.016707,2.41442,groupA
2.148873,7.621149,2.884931,groupB
0.40113,7.423465,2.28722,groupA
6.88055,2.31696,8.926382,groupB
2.70948,3.213756,7.563724,groupA
9.385059,7.149784,0.409986,groupB
0.637372,0.953734,8.203991,groupA
6.627737,8.019384,8.171946,groupB
0.988751,0.043687,9.81217,groupA
7.135923,9.772284,5.545332,groupB
3.106045,1.844693,7.068887,groupA
7.61308,8.262417,1.786416,groupB
2.736399,5.956452,4.159411,groupA
2.922855,6.829849,6.22292,groupA
7.996904,0.911964,7.696275,groupA
6.454888,6.170786,1.991734,groupB
1.018514,4.110214,9.042693,groupA
5.606957,7.754486,1.970347,groupB
6.980023,1.316341,7.620527,groupA
8.307491,3.630224,4.504993,groupB
2.011749,5.875759,5.401853,groupA
3.673496,6.508161,5.118985,groupB
5.867451,0.613364,0.414651,groupA
4.350766,5.283925,1.895497,groupB
0.346551,0.119564,1.541907,groupA
8.478779,3.311718,8.377219,groupA
8.679151,0.179411,4.12546,groupA
5.972531,6.196084,7.40494,groupA
3.322481,3.163345,5.751259,groupA
3.002934,9.362646,0.107095,groupA
7.979948,0.23476,5.883889,groupA
9.769487,2.183107,8.982212,groupB
7.061899,1.229031,0.156155,groupA
4.031924,9.128792,0.690713,groupA
1.635532,5.580595,4.467046,groupA
7.564793,7.510327,5.004167,groupB
1.346525,6.712919,0.092192,groupA
7.419102,4.390589,2.705685,groupB
1.433574,4.573206,1.954163,groupA
8.510948,5.014601,9.10454,groupA
2.328807,3.568892,5.210311,groupA
3.499432,6.06812,9.829545,groupB
8.456541,0.352975,3.28352,groupA
0.477519,8.641866,1.518228,groupA
7.009842,1.638987,7.392836,groupA
6.744608,9.052568,0.191955,groupB
4.812243,2.381572,1.499466,groupB
8.114264,2.944884,0.464411,groupB
2.64068,5.02197,0.331496,groupA
8.484039,3.327247,7.117324,groupB
0.824291,3.272426,7.588841,groupB
8.219599,4.864077,3.594425,groupB
0.1569,2.844052,4.630357,groupB
7.138358,3.98321,8.564987,groupB
3.732265,1.758593,8.890668,groupA
9.086307,3.297414,7.986305,groupB
4.301042,4.247534,4.355642,groupA
7.528183,9.120341,8.832139,groupB
1.790825,3.833671,6.77389,groupA
7.764465,6.191757,1.95848,groupB
6.40479,2.593336,8.497132,groupA
7.205348,2.894255,0.506657,groupB
6.98184,0.55915,2.919296,groupA
8.719139,9.819677,5.474127,groupB
3.261443,3.757679,0.374206,groupA
8.318468,0.690985,6.312116,groupB
1.14205,2.13907,3.112735,groupA
7.132958,3.36499,3.721106,groupB
2.833826,1.007766,0.163513,groupB
3.584298,7.98483,8.552797,groupB
0.296828,4.09023,4.956098,groupA
8.066563,8.866363,2.660527,groupB
4.904243,2.306763,5.785446,groupA
9.726261,2.322863,0.050685,groupB
0.300452,0.99726,5.36728,groupA
0.116458,9.468258,6.594544,groupB
6.189687,0.678626,6.638558,groupA
5.637903,5.329115,6.064811,groupB
1.483321,6.415812,3.524488,groupA
7.563481,9.382448,6.983032,groupB
2.103967,2.250104,4.769301,groupA
6.127846,7.410373,3.805734,groupA
0.327955,4.243005,2.759652,groupA
8.970267,0.664451,6.798505,groupA
5.572928,2.230414,3.464501,groupA
4.28163,7.353981,1.784999,groupA
6.500468,0.176078,9.713632,groupA
6.593204,6.714109,3.107943,groupB
0.560381,4.335409,5.970024,groupA
8.197264,7.218522,9.030975,groupB
3.882452,1.447117,6.006311,groupA
1.963968,9.285743,6.544842,groupB
0.302485,8.05522,0.172935,groupA
3.334551,9.444805,7.743521,groupB
3.704758,3.515527,9.077976,groupB
8.404084,2.126852,9.439112,groupB
0.657532,8.098348,7.309584,groupA
4.309226,8.463702,8.770569,groupB
2.336394,1.809234,1.036363,groupA
9.393979,8.653802,2.79929,groupB
0.128237,4.027473,0.473843,groupA
8.315789,6.094956,5.953968,groupB
4.437218,1.251682,4.7694,groupA
6.110089,9.492178,5.576603,groupB
2.109216,5.518604,8.05237,groupA
6.747462,7.187742,3.937161,groupB
3.338288,5.620315,4.580593,groupA
4.698166,7.601639,7.355838,groupB
4.615554,4.155752,4.822006,groupA
2.420338,8.162529,4.186221,groupB
1.563913,3.653991,5.975806,groupA
3.85939,6.699288,7.352898,groupB
4.224741,0.413137,6.594761,groupA
9.992631,4.078728,5.154499,groupB
2.511115,2.93428,9.852797,groupA
5.014492,5.568313,3.017103,groupB
3.178427,1.558303,7.571263,groupA
6.364872,7.484775,1.20682,groupB
1.346355,1.574691,0.270391,groupA
4.685749,7.695458,9.422897,groupB
4.680231,1.511523,0.972688,groupA
7.934514,7.082855,2.519198,groupB
5.511463,0.889781,8.885765,groupA
2.959034,8.899181,2.332033,groupB
0.149418,5.126578,1.97479,groupA
9.183712,4.631067,9.801715,groupA
3.855107,2.111597,2.203964,groupA
7.84135,7.373454,3.171034,groupA
3.401374,0.29657,6.656796,groupA
9.474221,2.89023,1.679752,groupB
0.994019,7.262574,5.246013,groupB
5.249287,8.397706,4.20411,groupB
1.510338,2.102349,0.586604,groupA
5.578305,4.785266,5.771142,groupB
0.272804,0.559738,4.82958,groupA
3.805836,9.392124,3.613906,groupB
1.256857,6.428933,4.090158,groupA
6.877167,8.596288,9.330174,groupB
1.8107,6.189051,9.946793,groupA
6.703505,8.230583,6.617784,groupA
4.301828,3.648165,5.009149,groupA
3.505222,9.566825,7.448967,groupB
5.096323,2.398147,7.634214,groupA
3.045284,8.434287,6.09466,groupB
2.642294,5.625322,2.74712,groupA
7.863406,1.708189,3.247575,groupA
3.986398,4.572543,0.26806,groupA
1.923611,7.663678,9.84468,groupA
4.999542,3.488643,6.272194,groupA
1.400455,9.909608,5.746976,groupB
2.857648,3.700362,6.56086,groupA
2.953942,9.085297,1.58212,groupB
5.265539,1.710452,6.914751,groupA
9.016799,8.342324,3.474094,groupB
3.12872,5.482585,4.513468,groupA
6.19275,6.980786,3.460038,groupB
5.796079,0.602456,7.407772,groupA
8.290368,6.709709,0.488508,groupB
2.789486,0.056801,6.38474,groupA
8.756457,8.84457,2.259517,groupB
3.735187,2.448718,6.211841,groupA
8.313941,6.097538,7.011817,groupB
7.798939,1.133751,8.22484,groupA
9.608162,8.708644,4.080309,groupB
5.095643,0.189729,4.243564,groupA
9.075292,5.842065,2.801516,groupB
2.289169,0.515579,0.388787,groupA
8.55598,0.856134,9.718587,groupA
4.427194,3.721861,2.704386,groupA
8.551265,2.90929,9.069306,groupB
6.922367,0.450007,6.818492,groupA
9.007756,1.743483,5.367734,groupB
1.574187,1.665541,3.524077,groupA
9.873335,3.405845,7.043446,groupB
4.442372,4.01697,7.077272,groupA
5.407883,8.466813,8.03082,groupB
1.597354,1.818121,9.206507,groupA
6.361777,6.048276,4.015762,groupB
6.739059,1.280072,9.793426,groupB
8.954848,5.151264,1.778533,groupB
2.914198,4.858208,2.904906,groupA
3.966332,6.854865,2.233951,groupB
1.001591,2.680189,1.659215,groupA
9.629886,3.920196,2.014067,groupB
3.256553,2.572359,2.215239,groupA
7.632804,2.480815,3.589536,groupA
3.110521,4.401903,9.541691,groupA
9.625524,3.864628,9.947405,groupB
0.942318,7.192694,7.906218,groupA
5.741588,4.35234,0.313264,groupB
1.051139,0.592597,4.878456,groupA
3.608593,8.103176,3.049931,groupB
2.705971,4.094039,4.413019,groupA
1.593489,8.084054,9.267877,groupB
0.16103,5.620428,3.433366,groupA
9.008413,4.90908,4.405371,groupB
8.160234,0.721417,2.001945,groupA
6.781331,5.215319,4.784762,groupB
2.326237,4.292895,5.33995,groupA
5.115232,8.977293,4.499295,groupB
2.475346,3.882235,9.351636,groupB
9.806965,5.959623,8.730739,groupB
4.664456,0.077682,5.478629,groupA
9.30445,2.866449,3.888835,groupB
3.103756,4.485972,2.133076,groupA
8.404292,2.699095,5.768113,groupB
0.776475,7.739116,2.050049,groupA
8.730642,9.934469,7.541087,groupB
6.201142,0.165194,8.37998,groupA
3.07105,8.035378,7.399176,groupB
1.602867,5.830811,7.519991,groupA
8.472206,5.937492,7.524393,groupB
1.109692,1.794195,9.761166,groupA
3.904904,6.88356,8.749518,groupB
2.923861,2.00544,7.53506,groupA
5.121072,9.407988,0.39807,groupB
0.367375,1.866529,9.210137,groupA
7.43539,9.535609,0.212201,groupB
5.770389,2.163499,6.07472,groupA
4.371553,4.760199,8.467242,groupB
1.036369,7.652526,8.935456,groupA
1.561935,9.790358,6.0178,groupB
2.235707,0.177636,9.619341,groupA
8.819854,4.092954,4.392977,groupB
8.279681,0.061709,6.940213,groupA
8.356656,2.498115,5.389997,groupB
1.005831,5.031832,6.114287,groupA
4.018845,6.003891,7.472079,groupA
5.349108,3.073061,7.897612,groupA
6.120093,5.659884,1.615285,groupB
2.251153,0.530715,8.737851,groupA
5.352023,8.011125,9.939443,groupB
3.401323,0.910195,4.931998,groupB
7.453571,2.333171,9.049626,groupB
5.368225,2.42132,9.43636,groupA
5.077125,8.912275,6.422356,groupB
0.00577,6.249638,5.077203,groupA
8.700648,7.607767,3.762453,groupB
5.804678,2.871004,1.151469,groupA
6.13031,3.119711,1.794302,groupB
4.320361,2.478172,2.259801,groupA
7.773099,5.05566,6.948692,groupB
6.269465,0.013724,5.069374,groupA
1.878589,9.472708,1.215299,groupB
0.180211,3.3539,8.205269,groupA
3.503815,5.860441,9.501306,groupB
0.995037,1.309927,2.960506,groupA
8.180295,6.570006,3.536869,groupB
0.236027,8.699554,7.064844,groupA
2.960245,7.538791,3.395417,groupB
5.722335,0.633633,2.454345,groupA
7.872036,5.264108,7.381405,groupB
4.815861,2.693809,5.31744,groupA
0.651247,9.005828,1.199376,groupB
2.739044,3.619178,5.513794,groupB
8.511593,5.724654,0.493109,groupB
3.448746,1.716089,0.205726,groupB
7.929869,5.135685,6.74801,groupB
6.193074,2.03809,8.031942,groupA
7.856956,4.076933,5.218105,groupB
0.914511,2.132058,7.329074,groupA
8.705848,1.595408,1.103234,groupA
5.904834,2.245492,5.15917,groupA
4.1968,8.966763,8.634033,groupB
3.835675,1.389039,9.119668,groupA
7.41891,3.395011,0.328673,groupB
3.366301,0.625787,3.77601,groupA
1.643028,9.802973,5.81435,groupB
6.272975,1.198215,8.612368,groupA
8.052999,7.64697,6.449421,groupB
2.270552,1.181284,5.292099,groupA
3.633788,5.417555,0.810937,groupB
1.36408,4.413839,5.825131,groupA
7.823647,6.131371,9.117587,groupB
1.472612,2.940796,3.396267,groupA
1.564238,7.800915,5.245895,groupB
1.699607,1.149613,0.554852,groupA
2.306087,7.133921,5.51091,groupB
4.278788,0.415835,2.898423,groupA
4.509722,7.404891,2.031167,groupB
4.503427,2.265407,6.089865,groupA
7.013683,5.597665,8.266125,groupB
4.902963,0.354036,9.34642,groupA
7.852274,8.455463,1.650268,groupB
1.768123,1.269479,6.582888,groupA
7.961769,9.451817,9.054799,groupB
0.725518,5.514802,5.509197,groupA
9.397625,6.757997,8.49545,groupB
1.067275,5.210665,7.395262,groupA
9.085476,8.099463,4.502392,groupB
6.031876,2.639026,9.180428,groupA
2.79103,8.270698,6.866374,groupA
0.868805,3.778617,8.791035,groupA
9.053327,5.927544,7.35728,groupB
5.158409,0.108227,1.547756,groupA
8.496625,0.911666,4.09383,groupB
0.960143,2.135015,0.055695,groupA
5.16758,7.626631,8.757906,groupB
5.348048,3.205678,5.82887,groupA
9.848278,5.293475,9.697477,groupB
3.551933,2.596075,7.350488,groupA
9.899234,0.503378,8.063915,groupB
2.720251,4.78529,7.532353,groupA
7.614921,8.660798,2.238098,groupA
1.515216,2.404127,6.006602,groupA
9.629558,4.978182,7.145489,groupB
5.348826,3.056481,2.022748,groupA
2.852412,8.266922,9.775628,groupB
5.429471,2.289798,4.684769,groupB
7.97876,3.350458,6.295511,groupB
1.058629,2.906237,7.887969,groupA
8.64498,6.38193,7.984382,groupB
5.464324,1.825438,4.30779,groupA
9.756885,9.009055,6.027499,groupB
7.251029,0.064027,8.143427,groupA
9.343082,1.284908,2.065644,groupB
2.205909,5.209303,5.323927,groupA
0.992428,8.178204,5.917003,groupB
3.997664,1.7345,4.636225,groupA
4.430651,9.989969,2.552446,groupB
2.411732,5.544001,9.299849,groupA
7.471424,7.220718,7.630984,groupB
2.323056,5.169152,9.473947,groupA
3.04985,7.009239,1.155924,groupA
0.102456,0.375195,9.038645,groupA
0.514742,9.855127,7.972495,groupB
6.408101,1.633719,3.287371,groupA
8.861893,2.740749,7.067517,groupB
1.205547,4.499957,7.754493,groupA
2.426596,9.835946,7.604075,groupB
2.095027,5.741347,6.217438,groupB
3.918647,7.057554,8.789635,groupB
0.38456,2.536479,0.901981,groupA
9.289086,7.473785,5.686064,groupB
0.486105,3.078567,9.730774,groupB
6.923946,6.865583,9.577172,groupB
3.937205,4.984398,3.086645,groupA
7.855012,6.147268,8.311312,groupB
6.085248,1.096244,8.528618,groupA
9.214744,8.020185,3.085136,groupA
0.005883,8.351689,9.084567,groupA
6.935941,7.377114,1.421597,groupB
6.015306,2.502236,1.100566,groupA
9.650326,2.008965,5.373191,groupB
0.118199,3.783585,4.834182,groupA
7.312612,7.342507,7.227258,groupB
3.484731,0.670573,0.811876,groupA
6.02736,6.164179,5.533636,groupB
2.872547,2.743155,8.853182,groupA
7.95038,1.222414,8.693583,groupB
3.878098,3.574776,7.35209,groupA
3.715523,8.033635,9.038663,groupB
5.988996,1.318475,4.250067,groupA
6.384094,7.138635,2.147474,groupB
5.538524,1.22163,5.24951,groupA
6.269458,4.581654,9.88307,groupB
0.523605,7.541504,3.282528,groupA
3.599441,7.313711,2.601708,groupB
1.611101,2.201096,5.469567,groupA
7.41841,9.370221,4.444576,groupB
6.92581,1.991017,8.703348,groupA
4.01907,9.811781,3.991555,groupB
1.061379,4.757752,1.658979,groupA
7.852874,4.270174,5.127177,groupA
6.40844,2.319214,0.465343,groupA
9.44961,7.241125,9.400728,groupB
3.448245,5.213323,2.917249,groupA
8.257225,5.892388,6.070128,groupB
5.634956,0.450382,7.712897,groupA
1.70127,9.046273,0.478877,groupB
1.476969,1.800125,5.961568,groupA
4.525758,4.690621,7.846717,groupB
5.649505,2.254071,0.722321,groupA
5.837166,7.842332,5.881736,groupB
0.17339,1.923601,5.040837,groupA
3.527521,6.474075,3.813764,groupB
0.869823,2.553388,8.913591,groupA
8.022775,4.436691,7.989149,groupB
0.148418,6.205234,3.255912,groupA
5.416353,8.369266,8.616258,groupB
1.56384,4.179882,0.827052,groupA
9.099181,4.620249,0.407053,groupB
1.753288,1.647571,2.479277,groupA
9.008967,0.341951,0.521055,groupB
0.721371,6.317637,1.383967,groupA
7.361843,1.926718,1.703108,groupB
2.406567,0.292085,5.426292,groupA
1.310401,7.816665,1.054872,groupB
0.287751,1.643624,1.154182,groupA
5.107498,6.454349,1.604345,groupB
4.357059,3.357065,6.754585,groupB
4.499951,9.755026,0.060591,groupB
2.298161,1.843545,6.837033,groupB
5.879554,5.039376,2.091162,groupB
8.595519,0.076872,4.809918,groupA
9.690238,1.61015,1.864633,groupB
2.968174,5.012155,4.155384,groupA
9.980333,1.699373,2.348743,groupB
1.672782,4.999998,8.919459,groupA
8.659584,9.102834,0.369532,groupB
3.487827,3.077092,8.581329,groupA
8.738134,0.93021,8.213297,groupB
2.094176,4.424426,2.333382,groupA
9.437569,0.830268,3.862762,groupB
2.845077,5.186865,0.802155,groupA
8.194267,2.949118,7.028119,groupB
2.008751,6.860861,0.271366,groupA
4.558671,8.94308,1.807069,groupB
2.212629,1.869437,0.069222,groupA
8.991904,9.664213,5.924935,groupB
6.90262,1.928706,1.123885,groupA
1.890741,7.602808,1.196407,groupA
2.660325,4.204358,5.600357,groupA
5.286259,4.93493,6.651247,groupB
5.630338,3.237458,1.007633,groupA
0.116971,9.661875,3.327375,groupB
5.703775,1.283998,5.958541,groupA
1.932042,9.328658,6.753162,groupB
0.400187,2.868327,3.154417,groupA
9.670148,8.040884,7.715188,groupB
5.020079,0.465432,9.00012,groupA
3.331321,7.248349,6.213834,groupB
3.599733,0.736146,0.091025,groupA
7.407106,5.265228,1.022184,groupB
5.512838,2.789591,4.697281,groupA
1.515735,7.646324,3.6296,groupB
1.898501,4.02369,9.819458,groupA
9.160198,9.026229,7.763764,groupB
3.023336,4.052661,9.066346,groupA
7.764409,5.712854,9.850784,groupA
3.978821,3.073479,2.428968,groupB
5.197871,5.922431,9.529524,groupB
3.665122,1.028454,3.837756,groupA
9.792445,2.445689,3.066382,groupB
6.79615,1.698504,1.810399,groupA
6.459419,8.645162,8.16451,groupB
2.675787,0.797332,0.317493,groupA
8.356093,5.284743,5.457232,groupB
2.562591,5.898666,3.022394,groupA
6.463259,3.027599,8.267816,groupB
1.765168,3.207794,8.148042,groupB
9.765306,2.244066,0.817368,groupB
2.301367,3.883231,5.723363,groupA
0.11281,9.168249,5.68555,groupA
0.319925,0.443138,8.103366,groupA
5.294704,9.295175,6.844082,groupB
6.288363,0.102841,6.495897,groupA
9.803969,4.380937,2.620433,groupB
1.9632,3.467071,1.929852,groupA
2.160455,7.176842,5.263137,groupB
0.043568,6.131069,6.08306,groupA
7.760436,5.994845,5.313599,groupB
3.080478,1.770773,3.636874,groupA
8.172253,2.029681,7.767284,groupB
1.440998,3.31042,6.708865,groupA
8.246096,7.46864,8.077863,groupB
6.926849,1.43586,3.385982,groupB
6.672192,7.96209,3.511555,groupB
1.88184,5.112625,5.822309,groupA
3.958078,7.057834,5.948338,groupB
6.198486,2.057826,6.888152,groupA
8.222367,9.970694,5.247622,groupB
0.397641,2.539937,9.892868,groupA
6.088634,9.893358,6.810567,groupB
2.963498,5.788708,9.883044,groupA
9.973828,4.124441,7.960227,groupA
6.405107,0.132871,2.651832,groupA
8.848041,9.028579,9.993783,groupB
2.086605,6.506989,1.7515,groupA
8.393333,2.495437,9.994712,groupA
0.382541,7.010359,1.203049,groupA
4.233033,7.309137,1.358997,groupB
0.258377,0.626924,1.792743,groupA
3.059156,8.969978,3.18964,groupB
2.550008,0.983922,3.384672,groupA
6.74856,6.79357,1.998019,groupB
3.837486,1.67048,1.226804,groupA
3.121039,8.211884,5.791594,groupA
1.523046,0.818106,1.440267,groupA
3.036494,9.780478,2.798167,groupA
1.133089,3.589225,3.936625,groupB
7.423573,9.02632,4.700532,groupB
0.521705,6.652191,6.373373,groupA
7.599564,4.204191,4.082616,groupB
3.253069,2.956206,4.44545,groupA
9.338577,9.257791,2.063809,groupB
1.601402,5.463837,5.067576,groupA
8.715707,1.71994,4.576289,groupB
4.450952,1.351775,9.65424,groupA
3.554955,7.431851,9.644761,groupB
2.633275,5.122643,7.310223,groupB
4.390436,5.545064,5.289594,groupB
0.066397,1.328101,0.008584,groupA
9.244245,5.182271,9.542764,groupB
1.876212,1.577464,2.479156,groupA
4.845148,7.8726,0.336242,groupB
2.160082,5.633151,8.835305,groupA
6.139945,4.397366,5.233811,groupB
6.557784,0.942226,5.108413,groupA
4.204549,9.064165,5.663917,groupB
5.315942,1.087343,6.625119,groupA
7.274243,3.209097,1.9306,groupB
1.985473,4.347505,7.574501,groupA
8.515486,0.945145,5.483748,groupB
0.255254,1.252909,7.108804,groupB
5.285437,6.819085,9.371384,groupB
1.234287,0.667038,8.619745,groupA
2.073274,7.550865,3.864633,groupB
1.50274,6.698606,3.487709,groupA
4.565586,5.864142,4.126951,groupB
5.2964,0.187953,0.727769,groupA
7.793355,9.245706,2.30862,groupB
1.023527,0.16955,6.073236,groupB
3.562661,5.972124,9.733152,groupB
3.427821,1.439064,8.817978,groupA
8.474294,2.441106,6.111211,groupB
0.726493,7.988611,7.553598,groupA
3.348107,7.98724,2.396884,groupB
5.061758,3.382664,0.911234,groupA
6.034943,7.195796,1.820452,groupB
7.875963,0.42422,3.617028,groupA
2.885924,6.332546,3.193884,groupB
3.440194,4.059907,1.896857,groupA
8.394271,9.744406,6.482388,groupB
5.80962,1.096084,5.13607,groupA
8.764341,7.175116,5.35976,groupB
6.908358,0.816065,6.893178,groupA
2.164667,7.442488,7.395203,groupB
2.079042,5.726837,3.464394,groupA
8.306769,4.978577,1.32323,groupB
1.832819,1.790959,2.957377,groupB
8.633043,1.353919,6.794456,groupB
6.252761,1.677664,7.155508,groupA
6.569483,8.726583,4.580322,groupB
5.560115,2.855569,3.270155,groupA
7.304506,4.021784,5.635553,groupB
4.800325,2.664841,2.758361,groupA
4.92771,8.862652,8.367609,groupB
6.461206,1.721422,5.41831,groupA
7.228368,5.831268,8.166,groupB
1.794155,0.438409,2.494232,groupA
2.332101,8.955569,9.863099,groupB
1.895097,2.147868,7.065734,groupA
7.818956,9.342729,4.307384,groupB
4.403727,3.045396,1.528568,groupB
6.73517,4.704322,3.617185,groupB
5.568825,1.707841,9.531037,groupA
8.537403,0.907244,1.60427,groupB
0.11425,6.339952,3.476819,groupA
6.714172,2.594632,0.086102,groupB
2.814471,4.599841,7.316726,groupA
9.332907,3.251455,9.645192,groupB
1.844679,1.588731,0.826741,groupA
2.449468,7.073106,9.332622,groupB
2.245269,2.819859,0.161695,groupA
5.24142,6.402252,4.355902,groupB
1.982606,5.10037,5.728941,groupA
5.5854,8.789816,6.916698,groupA
0.296618,0.924852,4.532127,groupA
9.240449,4.413388,6.713242,groupB
1.125872,6.404386,7.528114,groupA
8.604839,5.396682,1.441423,groupB
3.362455,1.734128,2.563162,groupA
9.800014,3.088775,9.264243,groupB
4.493578,3.498747,0.967491,groupA
9.065615,5.316379,4.453648,groupB
0.078622,8.177039,2.463857,groupA
8.505244,4.853801,9.691443,groupB
4.852009,1.07634,1.953572,groupA
8.924591,2.728719,3.85417,groupB
0.490461,4.413569,5.505099,groupA
8.101107,3.230929,0.257067,groupB
2.600871,1.520072,0.727719,groupA
8.346378,9.851835,4.244077,groupB
0.773086,5.792269,8.349412,groupA
9.532251,3.314869,8.934448,groupB
4.912278,2.69811,0.191317,groupA
9.862606,6.066988,7.806658,groupB
4.215599,0.300106,1.115327,groupB
0.555554,9.900193,3.552021,groupB
1.529629,2.800898,8.780894,groupA
4.545554,8.478212,1.370013,groupB
0.012134,0.207902,2.459172,groupB
6.504778,8.004499,3.711304,groupB
0.278012,2.278399,8.073976,groupA
9.551089,6.835827,7.044147,groupB
1.9724,2.475241,8.036229,groupB
8.596122,8.85094,2.116918,groupA
0.116643,5.830421,8.3808,groupA
8.383388,2.480593,6.957594,groupB
0.960222,6.840151,9.603632,groupA
3.27803,9.500579,2.073152,groupB
4.594563,2.83228,2.487966,groupA
8.512137,4.650282,7.099521,groupB
4.87378,1.868526,6.596512,groupB
6.934332,2.625218,8.038621,groupB
5.288891,0.474678,4.655043,groupA
6.642595,7.008107,1.528826,groupA
1.675823,5.581884,3.204381,groupA
8.207723,6.994411,8.135836,groupB
4.211097,1.894638,4.104076,groupB
7.008059,2.376483,2.45523,groupB
6.476099,1.350282,8.685839,groupA
8.447544,6.259491,9.900576,groupB
0.620781,3.658728,1.292023,groupA
7.824552,9.738211,7.763005,groupB
1.750356,1.916219,1.61042,groupA
9.986653,0.807129,9.588497,groupB
4.252068,4.252792,9.495608,groupB
7.255406,5.342222,0.131552,groupB
5.496024,2.468257,2.339589,groupA
6.631973,6.412769,4.393106,groupA
4.94704,3.275556,3.545689,groupA
0.374414,9.546765,6.604746,groupA
1.277689,7.438716,1.436243,groupA
7.619759,3.306393,3.466736,groupB
0.338437,3.509459,4.200459,groupA
5.200545,5.119021,7.137069,groupB
3.027061,5.327029,6.381697,groupA
8.604136,7.151894,3.676907,groupB
0.430488,4.330935,9.675334,groupA
8.756754,4.908541,9.630745,groupB
4.513785,4.465272,8.831068,groupA
0.434578,9.73706,0.980668,groupB
2.447467,3.657355,7.9121,groupA
9.707187,2.513682,9.948598,groupB
2.220662,3.570812,5.341827,groupA
6.883948,2.223254,6.743107,groupB
4.416283,1.226077,5.270553,groupA
4.132502,8.229391,8.601595,groupB
0.481712,4.786728,9.899294,groupB
9.676349,1.252347,6.366959,groupB
3.485628,4.110481,3.072672,groupA
9.6975,6.573125,9.019494,groupB
1.689727,1.42482,7.814631,groupA
5.995485,9.163542,0.501138,groupB
1.262228,5.486946,7.966663,groupA
3.449585,7.02574,5.223335,groupB
0.498117,7.866655,9.159696,groupA
7.448049,4.17566,6.919455,groupB
0.215767,2.916678,6.570267,groupA
0.636976,8.393181,9.952868,groupB
6.24844,0.283339,4.550376,groupA
9.160019,0.414434,5.984412,groupB
2.113632,2.640045,2.071642,groupA
9.604601,6.244148,7.34277,groupB
1.843811,5.577984,8.939171,groupA
2.599218,7.428871,5.752072,groupB
0.310145,5.958538,7.721712,groupA
4.303434,6.181289,1.409987,groupB
3.269923,2.87822,3.630733,groupA
7.759007,4.42227,5.542963,groupB
2.673387,2.26136,2.856221,groupA
9.468395,9.363076,0.536991,groupB
4.856401,1.373862,8.704449,groupA
1.147058,9.169958,1.068082,groupB
3.269755,5.520274,2.143783,groupB
8.79247,1.055439,9.315839,groupB
4.196666,0.810543,6.779289,groupA
8.024485,8.036411,7.291207,groupB
3.75544,2.962647,6.805444,groupA
2.093596,7.711569,3.696233,groupB
4.659977,4.305818,9.066645,groupA
1.424357,8.928272,4.40675,groupB
4.974391,3.058486,4.113629,groupA
1.163781,8.693122,2.055556,groupB
1.12554,6.275539,9.175748,groupB
7.079267,3.170403,9.814473,groupB
2.576552,4.027186,6.252911,groupB
7.255401,4.471008,7.069901,groupB
2.260808,0.134639,1.594742,groupA
8.266833,1.554465,7.216736,groupB
1.8494,6.364872,1.407536,groupA
3.198717,5.889078,3.545676,groupB
0.502179,1.605553,7.239034,groupA
5.837027,9.941238,2.843002,groupB
2.290333,4.727158,2.661693,groupA
9.963103,6.949426,3.122864,groupB
0.274879,6.162704,2.610383,groupA
8.243363,9.384554,7.064627,groupA
3.322202,2.306688,8.806416,groupA
8.208007,9.886249,1.812363,groupB
4.877353,2.763938,9.998351,groupA
9.071388,1.599474,4.958947,groupB
0.411598,4.723322,3.146114,groupA
3.199096,8.972721,1.307442,groupB
3.318443,1.387878,2.181214,groupA
2.023168,7.769488,8.367463,groupB
3.229446,5.173991,4.898659,groupB
5.796753,4.377045,6.81557,groupB
4.860297,2.139629,0.539412,groupA
9.562084,1.017174,8.230212,groupB
1.38249,7.395283,3.797577,groupA
6.330956,3.913108,2.230378,groupB
3.509771,2.247601,0.784966,groupA
5.672039,8.240527,6.875801,groupB
7.481095,0.877014,5.750197,groupA
9.029652,8.238484,0.204965,groupB
3.829215,1.424907,3.504351,groupA
5.644684,8.436738,4.744795,groupA
2.781099,2.017759,9.713499,groupA
4.885876,5.323864,6.995681,groupA
0.596355,0.046178,5.849676,groupA
8.093731,9.782612,8.597369,groupB
