@relation 'generators.SEAGenerator '

@attribute attrib1 numeric
@attribute attrib2 numeric
@attribute attrib3 numeric
@attribute class {groupA,groupB}

@data
0.314408,4.012633,4.837748,groupA
7.074502,9.578401,8.189695,groupA
4.157031,7.59015,6.896607,groupB
1.677852,6.224995,0.526714,groupB
4.678481,2.836376,0.386506,groupA
9.460113,6.772874,2.219621,groupB
5.972263,1.85493,9.550057,groupB
3.044929,0.075542,9.720355,groupA
7.237986,0.234325,2.144327,groupA
2.319575,6.685183,2.322294,groupB
3.392847,4.43011,3.231093,groupA
6.215743,7.197528,0.414533,groupB
2.633136,3.777054,0.298285,groupA
9.26638,9.010856,5.164735,groupB
0.316942,1.183229,5.676263,groupA
7.242382,0.655555,9.964812,groupA
0.5139,6.248481,2.286025,groupA
9.727378,1.147563,8.646336,groupA
5.449642,4.287503,7.133081,groupB
8.473468,4.440363,7.353517,groupB
3.500908,8.336972,8.512498,groupB
0.681425,1.158432,3.748181,groupB
9.369957,8.080144,0.917299,groupB
9.429059,1.889544,0.097093,groupB
8.397563,8.017194,8.611608,groupB
6.502234,9.392636,6.472029,groupB
0.158198,3.101596,8.323868,groupA
2.168539,1.370253,5.349521,groupA
3.292538,4.952778,2.82837,groupB
7.733633,0.882861,3.59228,groupB
0.355695,0.47924,8.703785,groupA
0.509749,3.963109,0.083725,groupA
6.555921,3.691904,6.254438,groupB
3.467603,0.105529,3.595705,groupA
4.84719,9.929806,5.60221,groupB
7.086868,4.836549,7.279685,groupB
2.064111,3.660938,4.538362,groupA
2.0822,0.766666,4.397968,groupA
4.328466,2.100317,2.28204,groupA
3.288957,0.03147,6.479027,groupA
1.227451,0.62767,5.782595,groupA
3.624936,1.676912,7.056604,groupA
0.834087,5.812258,6.499033,groupA
4.53232,1.309272,4.218897,groupB
3.698778,0.016972,3.821253,groupA
7.388471,6.060024,3.194458,groupB
4.30767,3.300977,9.786031,groupA
4.363268,2.468378,3.914658,groupA
8.887563,9.297813,6.354437,groupA
7.104275,3.700744,7.746522,groupB
4.323591,8.754162,0.949819,groupB
2.682661,3.614821,4.246782,groupB
2.688726,4.67041,7.62329,groupA
6.654826,0.924153,6.081499,groupA
1.207208,3.570171,5.158508,groupA
5.392589,3.884944,8.391329,groupB
2.97207,6.983395,8.790657,groupB
2.848127,2.59762,9.755799,groupA
1.311719,3.718544,7.542739,groupA
9.295454,5.260054,4.228564,groupA
2.400732,6.689643,1.009773,groupB
1.27591,8.089693,0.954156,groupB
2.923807,2.549399,5.261623,groupA
8.776869,8.674898,3.527134,groupB
3.807122,6.66079,1.600878,groupB
2.848582,1.683241,5.973889,groupA
0.986174,5.242541,1.574376,groupA
1.170321,0.48894,8.932283,groupA
6.623091,1.748425,4.815126,groupB
4.619292,9.442002,0.428556,groupB
9.810286,6.906682,4.659862,groupA
9.571434,0.54009,4.129879,groupA
9.42717,2.496988,6.567259,groupB
9.92373,3.43317,6.78503,groupB
5.443754,4.948692,8.256259,groupB
3.924399,9.007047,9.901503,groupB
4.44366,7.740853,0.202738,groupB
1.712398,9.820642,0.603071,groupA
1.058594,1.765423,9.138223,groupA
9.468315,5.834776,6.86118,groupB
2.43324,2.786031,4.98953,groupA
4.872899,6.314166,8.709306,groupB
5.313101,6.818339,1.964231,groupB
1.975713,4.787603,1.746773,groupA
7.698217,0.284255,4.46653,groupA
0.059827,3.283249,7.392893,groupB
1.253802,7.704667,7.036148,groupB
9.852511,1.639538,5.347965,groupA
1.452016,4.021371,1.135363,groupA
3.391268,0.359055,4.536627,groupA
1.076215,9.627482,3.409001,groupB
7.154563,8.538921,5.950759,groupB
0.355286,8.899448,2.06443,groupB
4.749914,0.234352,7.967012,groupA
4.53403,7.599279,3.93279,groupB
9.311315,1.235417,6.872438,groupB
5.101906,6.097726,5.816898,groupB
7.352931,4.65619,5.885965,groupA
8.524677,8.416109,1.030081,groupB
5.075918,3.266468,1.901088,groupB
0.268029,1.425465,0.469628,groupA
3.831699,5.15762,0.295101,groupB
5.402647,1.757965,1.111777,groupA
6.531447,8.096121,9.734426,groupB
1.655502,8.372362,0.328722,groupB
8.987495,6.106252,3.194392,groupB
3.866647,5.270245,0.776606,groupB
1.306208,1.903875,1.6716,groupA
5.725757,9.430866,1.95869,groupB
7.453185,8.215369,8.977817,groupB
0.287895,4.944055,1.563712,groupA
2.262899,2.650936,4.530438,groupA
8.808503,9.489544,9.234546,groupB
0.078811,2.16824,6.900295,groupA
9.518276,4.041651,9.737377,groupB
4.4458,5.215727,9.066845,groupA
2.17708,1.026384,9.926324,groupA
6.449079,9.692102,0.387577,groupB
2.43142,4.928387,9.052231,groupA
3.960015,3.893225,8.931655,groupA
5.123424,0.483232,9.679271,groupB
1.60546,0.873149,7.032354,groupA
5.568216,3.913324,3.818821,groupB
0.523798,7.090945,4.626277,groupA
8.37365,9.563691,1.724764,groupA
2.95094,4.159189,4.687845,groupA
4.611009,9.225609,5.974507,groupB
3.829488,0.419173,4.068444,groupA
7.812082,0.721928,5.030098,groupB
2.221118,9.127993,6.550668,groupA
4.296544,2.939638,7.843328,groupA
2.564759,2.949135,6.653792,groupA
5.997913,7.22267,9.371481,groupB
7.16493,1.325748,6.527514,groupB
9.564193,4.604644,4.389683,groupB
5.321591,2.678707,1.341907,groupB
0.554058,9.745904,1.714788,groupB
6.638954,5.264453,6.60867,groupB
5.959441,4.848172,8.051827,groupB
0.837253,5.273249,3.894821,groupA
2.59024,1.444655,4.7521,groupA
0.72216,2.816105,0.122959,groupA
6.77816,2.841049,1.66878,groupB
4.595095,0.105257,1.383335,groupA
0.019059,4.970874,0.127115,groupA
7.337728,3.905563,9.414225,groupB
3.318579,0.485983,2.043223,groupB
3.132101,8.260455,8.227416,groupB
4.280265,9.561667,7.166129,groupB
7.953839,8.577178,8.043866,groupB
6.547787,5.993416,7.737213,groupB
2.167969,3.363339,1.970358,groupA
0.669268,5.593488,3.409035,groupA
5.048259,0.530521,6.565603,groupA
0.099244,9.326275,9.669707,groupB
0.443546,1.24911,5.665322,groupA
2.454189,2.801768,8.221282,groupA
2.078244,3.269456,6.309953,groupA
7.877407,5.237948,4.836122,groupB
5.835107,3.212654,8.983945,groupA
4.263519,6.832887,1.79603,groupA
5.20746,9.611818,7.622741,groupB
4.703772,6.422119,0.330728,groupB
1.639455,7.933243,1.090247,groupB
7.054301,5.118228,2.17792,groupB
3.60876,1.833182,1.384219,groupA
5.913262,8.984769,3.121308,groupA
8.990955,3.434701,3.953333,groupB
3.2683,5.87883,5.026536,groupB
8.98316,3.88053,5.246516,groupA
5.087004,6.102091,7.469762,groupB
1.107065,5.416991,6.437119,groupA
8.708869,4.995263,8.878291,groupB
3.30204,4.446707,7.314357,groupA
7.142428,8.626506,6.248634,groupB
8.739062,5.902647,3.386301,groupB
6.101309,1.590804,1.068331,groupA
8.576427,3.144777,9.498482,groupB
3.717992,5.548387,9.876873,groupA
5.948696,3.889917,3.550298,groupB
2.330063,9.525709,1.365994,groupA
1.662563,4.306891,3.62751,groupA
6.580302,3.834103,0.36234,groupB
5.6022,1.197469,8.920165,groupA
6.791479,4.103778,6.104205,groupB
7.29914,9.142949,4.840821,groupB
3.007302,9.181183,1.636325,groupB
4.077191,4.120183,1.610344,groupB
6.194482,9.636049,1.209274,groupB
1.404666,7.061811,6.624545,groupB
0.59261,3.816825,7.60778,groupA
1.265883,8.183159,3.354198,groupB
2.235116,8.045167,8.346178,groupB
5.403061,8.157509,9.010985,groupB
1.471817,8.493717,8.232393,groupB
1.523793,6.066047,4.90007,groupA
2.835322,3.351803,1.387452,groupA
8.345367,8.313933,8.448524,groupB
1.859177,6.402806,1.432703,groupB
2.594688,0.651023,5.837101,groupA
6.760962,4.053835,6.812006,groupB
2.802697,5.546731,3.267822,groupB
9.239045,1.640748,5.437809,groupB
6.421524,7.697177,9.735259,groupB
1.327192,0.451358,9.383021,groupA
9.961079,5.387277,9.71811,groupA
9.285564,3.173499,5.52123,groupB
9.154992,8.527894,9.88355,groupB
6.187716,7.715836,5.699644,groupB
9.687714,5.970981,8.515691,groupB
8.260477,2.678794,0.158128,groupB
8.465022,8.595796,9.629576,groupB
4.734019,6.748914,1.842622,groupB
9.288571,1.515025,2.62011,groupB
5.404984,6.199819,1.222298,groupB
7.659332,5.215339,0.481699,groupB
1.965771,2.892903,5.434816,groupB
5.561734,9.896674,1.51038,groupB
7.808664,1.889709,8.391626,groupB
6.173202,8.073667,5.194816,groupB
1.61743,9.577266,6.828321,groupB
4.985304,4.754386,2.146411,groupB
6.986752,0.179699,9.789406,groupA
0.116745,1.386698,1.328952,groupA
0.340573,7.718526,2.843761,groupB
6.472811,0.95529,9.735383,groupA
9.475218,6.089887,4.888153,groupB
9.993987,2.39447,9.896804,groupB
6.567489,7.808757,0.276314,groupB
6.186523,0.273431,3.639059,groupA
1.178839,2.966292,5.641057,groupA
3.030111,9.016066,0.196169,groupB
1.758271,6.272789,5.217707,groupB
9.116943,9.916383,2.609355,groupB
7.967057,1.235585,1.951711,groupB
7.190733,0.232116,4.593882,groupA
1.719571,9.957786,9.8134,groupB
3.306279,3.180006,4.973259,groupA
9.560927,7.602937,5.181409,groupB
2.725624,7.548097,9.570894,groupA
1.954988,7.120963,6.287567,groupB
9.099454,9.402716,0.445359,groupB
4.515758,8.980541,1.130348,groupB
4.537889,9.724079,2.779063,groupA
9.160647,2.550859,1.552233,groupB
3.126776,9.775725,1.561576,groupB
5.970721,0.045513,2.488184,groupA
6.831183,6.939757,1.068065,groupB
8.329275,1.512177,6.316801,groupB
8.930126,9.032271,1.02974,groupB
8.669985,4.125298,1.273294,groupB
7.128799,4.394817,4.628574,groupB
3.005183,8.030214,3.894617,groupB
8.405255,8.018413,1.903657,groupB
0.890045,8.754719,8.379999,groupA
4.039633,9.814952,5.622054,groupB
3.292978,9.083336,3.647339,groupB
9.306449,3.416029,6.823272,groupB
1.633532,1.118307,9.609069,groupA
6.061466,8.82789,1.328656,groupB
9.735328,6.974674,6.717755,groupB
8.799853,3.064297,0.634276,groupB
5.538642,5.28031,3.017817,groupB
3.59941,7.170176,7.186796,groupB
0.328994,7.399741,1.097925,groupA
4.905401,5.372043,3.609448,groupB
0.141586,4.927127,9.109654,groupA
4.418458,8.256401,1.709121,groupB
6.152004,3.37642,4.601616,groupB
1.175663,1.03659,4.938549,groupB
2.622368,8.836234,4.275352,groupB
2.469315,8.954151,5.571126,groupB
8.455069,3.587748,7.616191,groupB
3.257665,3.835503,3.924589,groupA
4.135411,4.693708,5.45463,groupB
9.795064,9.21987,0.956306,groupB
5.972967,4.104973,8.976248,groupB
3.29947,3.630044,8.806664,groupA
7.918843,2.680096,4.63078,groupB
1.755739,2.416619,4.124372,groupA
6.700981,1.676089,3.525208,groupB
2.31921,0.251085,5.801673,groupA
4.200719,7.620977,0.395498,groupB
2.655173,1.101714,6.109718,groupA
8.740873,4.519763,6.226105,groupB
5.566424,7.811415,7.891501,groupA
7.557424,5.862311,8.287237,groupB
4.919854,7.381297,0.262601,groupB
2.052205,8.061328,6.58224,groupB
9.083686,8.728055,9.244589,groupB
5.877581,5.508619,5.244269,groupA
3.007246,0.714981,5.165784,groupA
8.268813,1.460207,6.884118,groupA
0.724153,8.713672,5.711009,groupB
9.961697,0.599769,7.622124,groupB
8.298874,8.545192,1.288838,groupB
2.096289,9.749236,5.881853,groupB
7.995088,3.920217,9.421762,groupB
7.529802,7.264175,8.571683,groupB
3.293134,4.145014,5.918784,groupA
2.352768,2.547332,5.081476,groupA
1.569607,9.847194,9.603261,groupB
8.971524,3.155797,3.895341,groupB
9.729676,0.541308,4.610954,groupB
7.328944,5.697725,1.387514,groupB
4.023673,6.461953,6.827854,groupB
6.47927,7.561263,5.999295,groupB
2.970415,1.786261,7.163164,groupA
0.919848,6.87354,7.389782,groupA
1.291176,2.96406,2.19557,groupA
5.648003,4.672625,1.414145,groupB
3.494672,1.823979,0.298815,groupA
7.735004,0.698275,8.565234,groupB
1.059112,8.848224,0.609554,groupB
4.565851,4.599952,7.20596,groupB
0.04427,3.926411,8.563079,groupA
6.158164,6.737184,6.100422,groupB
0.513388,0.31196,1.190132,groupA
0.688511,7.904564,7.057398,groupB
9.428999,8.445888,4.947664,groupB
3.855133,3.781641,0.219795,groupA
1.753393,4.890548,1.886175,groupA
9.186012,8.644988,5.943096,groupB
6.767849,5.334615,6.364155,groupB
5.488622,3.096223,3.83174,groupB
9.173775,4.602113,6.997102,groupB
7.240369,6.2395,8.204557,groupB
0.834706,8.493042,9.027613,groupB
4.082367,9.119949,1.19853,groupB
0.111986,3.31263,9.218098,groupA
9.19339,7.67582,2.96442,groupB
0.880431,8.101502,0.179104,groupB
6.49088,8.870277,4.137762,groupB
0.121244,6.790993,4.162097,groupA
5.200441,2.773324,1.694833,groupB
9.841772,2.328789,5.29951,groupB
7.403262,6.821107,6.129586,groupB
2.985331,0.66843,8.385828,groupA
6.812138,7.078033,9.324696,groupB
0.090617,2.457273,1.322941,groupA
2.085167,4.113006,6.512949,groupA
4.77256,8.738547,8.638581,groupB
2.824363,9.516306,4.459521,groupB
0.037432,2.870183,3.46532,groupA
4.206648,3.872805,5.80107,groupB
1.153676,0.572118,3.339711,groupA
6.91894,6.839026,8.488338,groupB
6.037139,5.46013,5.60524,groupB
4.398614,5.406788,3.845657,groupB
9.298323,6.955978,8.746631,groupB
9.642879,0.062438,2.925592,groupA
4.554423,3.879809,5.996576,groupB
7.128665,1.792189,4.164386,groupB
4.92685,5.223489,4.565138,groupB
3.69217,2.181467,0.112563,groupA
4.672794,7.300835,3.105962,groupB
6.809197,8.599277,5.968669,groupB
2.632071,4.994047,3.138091,groupA
6.294124,3.242164,3.181201,groupB
3.365394,2.703413,2.04733,groupA
9.185976,7.273622,5.259588,groupB
3.096559,1.394071,5.180291,groupA
1.706749,1.976262,6.231104,groupA
2.917379,4.510205,4.268041,groupA
5.662354,9.206486,4.488392,groupB
5.10592,5.548265,4.254139,groupB
1.929494,0.405916,7.223853,groupA
6.274883,7.018466,0.508413,groupB
7.669766,5.300803,7.612462,groupB
7.682301,6.408282,3.843288,groupB
4.070823,3.622472,1.863327,groupA
6.513421,8.584855,5.634086,groupB
6.094775,8.449605,1.544985,groupB
8.713411,9.070217,0.614798,groupB
8.337109,5.050309,2.379551,groupB
8.031903,2.981062,9.597745,groupA
9.431301,0.800786,2.842558,groupB
0.203005,0.210639,6.992842,groupA
4.155479,3.364829,6.809916,groupA
1.293842,7.46253,9.736134,groupB
0.276843,4.972876,8.563926,groupA
6.885002,3.574638,5.820957,groupB
1.850643,0.500781,1.186307,groupA
9.105288,4.668281,8.906776,groupB
6.285566,4.966336,5.348306,groupB
8.185059,7.354168,1.081288,groupA
9.861284,7.240183,3.570127,groupB
9.533647,5.881885,2.0166,groupB
1.199624,2.80739,0.405184,groupA
3.2339,0.419792,6.37796,groupA
9.472692,9.303969,7.678011,groupB
9.970642,1.91047,0.536069,groupB
8.292687,5.859326,0.999821,groupB
3.283332,7.676792,8.281142,groupB
0.195508,0.002443,7.92694,groupA
4.708065,8.952559,3.215159,groupA
0.884291,5.100772,5.599398,groupA
4.989719,3.114055,4.365857,groupB
4.440633,6.86,3.08469,groupB
8.251829,5.492604,8.853399,groupB
7.647533,9.831756,4.771967,groupB
4.745392,6.551634,6.656072,groupB
3.201474,7.471251,3.795252,groupB
1.817486,1.239942,8.400456,groupA
8.581289,0.525291,4.581173,groupB
7.784676,0.664515,4.584912,groupB
8.699262,1.639391,9.482801,groupB
6.741611,5.276191,3.495657,groupB
6.816119,0.662269,0.189664,groupB
3.990078,4.903786,7.984484,groupB
1.986562,1.782855,2.414609,groupB
6.464924,1.335036,3.757187,groupA
2.153526,5.107005,4.987756,groupA
4.09184,3.633788,9.095989,groupA
5.418348,5.081157,3.884261,groupB
6.195166,8.052936,7.511219,groupB
1.403116,7.104891,7.334434,groupB
7.800118,5.68026,3.308624,groupB
1.737962,8.992328,7.891772,groupB
4.084633,9.233301,9.358216,groupB
4.402319,6.486136,6.187133,groupB
7.937196,9.90914,5.053947,groupB
3.804543,5.958209,7.645502,groupB
9.846869,7.888652,2.002337,groupB
1.017999,6.783025,0.975562,groupA
9.044525,7.141475,7.854435,groupB
5.195347,4.384497,6.45976,groupB
1.12088,0.887447,0.458053,groupA
5.596763,0.32395,4.232723,groupA
3.517046,8.213393,4.398193,groupB
1.005929,6.623063,6.90791,groupA
6.844853,2.350662,0.27751,groupB
0.128035,5.035586,6.141279,groupB
4.949974,4.211746,3.227104,groupB
7.067236,2.696658,5.618847,groupB
2.543773,1.027585,1.338136,groupA
3.906675,9.713984,3.41259,groupB
5.049559,0.599988,6.318052,groupA
1.893809,2.111341,9.048608,groupA
9.229504,3.334207,8.361657,groupB
5.544545,1.433474,5.134757,groupA
3.731412,7.182928,5.734557,groupB
9.332869,8.239317,1.561285,groupB
4.864452,1.758223,4.416038,groupB
6.816185,8.035556,1.469277,groupB
9.57402,0.574962,5.451638,groupB
6.930185,7.582489,7.825578,groupB
1.701208,1.213153,4.737348,groupA
7.784569,4.233402,7.62672,groupB
0.870656,2.309461,5.32589,groupA
9.264004,3.621963,8.955402,groupB
0.774813,0.545068,3.199808,groupA
8.90953,3.705048,2.412087,groupB
3.483603,1.076497,0.505421,groupA
1.190671,5.016603,6.043745,groupB
5.229264,5.737517,0.403181,groupB
0.083254,4.022455,4.020866,groupA
6.497764,1.264754,9.954004,groupA
0.33114,5.449008,6.275999,groupA
0.687337,6.995629,0.725348,groupA
4.672522,1.735569,3.626817,groupA
7.337278,6.31808,9.397697,groupA
3.911444,6.463202,9.148687,groupB
4.548071,6.485162,0.73585,groupB
1.303003,2.230552,1.790319,groupA
5.183439,6.047925,5.181478,groupB
2.926219,0.946809,2.416849,groupA
7.788499,3.316135,5.358828,groupB
9.142666,1.908137,2.708663,groupA
1.943693,3.464204,8.132689,groupA
7.665149,8.452225,6.17223,groupB
5.768293,9.747195,3.23028,groupB
7.393629,8.049328,4.922706,groupB
8.991803,2.736613,8.545966,groupB
7.038953,1.015812,6.307392,groupB
6.744609,8.493279,3.277813,groupB
4.367806,6.687632,4.102237,groupB
1.844666,4.25794,1.403021,groupA
9.444506,0.429512,5.909263,groupB
3.699876,7.486455,9.967631,groupB
0.403432,8.594776,7.988482,groupB
3.871338,1.475686,2.586191,groupB
2.666521,2.672641,0.679554,groupA
1.911819,1.102839,1.563893,groupA
5.697652,3.784337,6.228298,groupB
0.148169,3.057592,3.396821,groupA
2.543691,9.268457,6.097677,groupB
9.040408,7.45566,0.623859,groupB
4.324364,1.88732,8.661518,groupA
8.37784,1.27331,9.501863,groupB
5.816403,7.255081,3.991977,groupA
8.802452,0.188219,7.646258,groupA
8.934514,8.466958,6.310055,groupB
1.170473,6.265036,7.451732,groupB
8.176405,2.036485,1.703435,groupB
3.326487,1.696618,0.9819,groupB
3.275113,0.396818,5.772958,groupA
2.326735,6.545008,4.180606,groupB
8.479771,0.108675,0.817724,groupB
2.647662,7.880491,9.829799,groupB
7.308979,9.375599,2.58254,groupB
4.544357,8.841246,3.051602,groupA
9.255846,0.259455,5.180315,groupB
4.477351,3.464127,3.248443,groupA
9.684158,4.511315,4.168788,groupB
1.263121,7.902942,0.772259,groupB
9.907859,2.756798,0.737899,groupB
0.171852,1.347509,9.822968,groupA
6.123256,8.663252,1.976821,groupB
6.335087,6.504885,8.202687,groupA
5.68566,0.929044,6.779003,groupA
7.87923,0.127971,8.001655,groupB
8.230546,0.337208,2.768521,groupB
0.616419,2.431829,1.125673,groupA
3.916375,9.776835,8.957416,groupB
5.157155,5.263215,1.549741,groupB
2.719355,2.811917,5.716476,groupA
9.278104,7.297748,4.454652,groupB
0.872258,2.437631,6.622726,groupA
7.265457,1.803684,3.309081,groupB
5.333355,4.724798,8.286841,groupB
1.072538,8.624518,1.225402,groupB
2.773059,9.763227,8.470504,groupB
5.026683,9.279236,1.086704,groupB
0.181214,4.42458,5.546965,groupA
5.512143,3.47621,0.747736,groupA
2.967698,7.502122,2.346762,groupB
6.14156,2.347529,4.455393,groupA
3.951475,2.337039,4.082029,groupA
4.049959,8.269404,4.275428,groupB
2.491077,2.853918,3.652341,groupA
4.513116,7.959416,0.310392,groupB
4.869343,7.686808,9.539264,groupB
1.128769,4.150757,0.870913,groupA
1.588697,9.952661,6.616677,groupB
4.186177,0.923375,7.807475,groupA
9.363605,4.940633,1.534407,groupB
3.207165,1.888495,6.274358,groupA
7.05603,6.329889,8.639557,groupB
3.504638,3.303919,1.771686,groupA
0.513522,1.021865,8.567287,groupA
2.494083,0.746025,7.606922,groupA
1.431143,8.014063,7.795269,groupB
3.92779,8.608956,4.619787,groupB
3.443993,1.897415,0.235038,groupA
4.637375,5.81909,1.811266,groupB
0.256921,4.768183,0.786161,groupA
9.373063,2.343088,4.433163,groupB
5.153518,9.730749,2.654375,groupB
9.620599,1.191708,4.618548,groupB
8.310784,3.397324,4.420741,groupB
1.053887,5.456245,5.04581,groupA
2.732715,3.070354,3.07933,groupA
4.82253,7.713664,4.383647,groupB
3.371508,2.137057,9.842787,groupA
9.489432,4.32221,9.211998,groupB
1.71976,9.113703,0.417271,groupB
1.877089,4.780051,4.796554,groupA
0.709663,3.145456,9.988734,groupA
6.953345,9.055431,9.271761,groupB
9.319944,1.032261,3.112163,groupA
1.522013,3.101699,6.798688,groupA
4.974055,0.067542,7.305963,groupA
7.220219,3.726908,9.765101,groupB
8.485351,4.712287,4.806774,groupB
6.021437,7.838557,1.143176,groupB
0.894116,9.742383,8.798389,groupB
4.524426,5.974276,1.526688,groupB
3.221893,8.576674,0.660629,groupA
8.562591,8.713833,3.166346,groupB
5.58855,9.318949,7.620462,groupB
4.472709,6.814857,7.634844,groupB
1.997761,0.89118,4.252411,groupA
5.926306,0.766912,3.306101,groupA
4.094047,4.495597,6.327738,groupB
7.899947,2.454381,3.748399,groupA
0.521804,0.079193,1.917377,groupA
0.974589,8.512859,4.627484,groupB
4.803072,0.176545,3.591594,groupA
5.820945,0.423048,1.742867,groupA
2.412986,1.996491,0.164194,groupA
7.439705,9.575034,9.606398,groupB
2.094477,9.642669,8.746245,groupB
3.547803,0.443148,8.897622,groupA
3.082565,1.243876,3.702082,groupA
2.085324,5.807724,6.282576,groupA
1.791026,2.1778,2.475657,groupA
3.394113,2.610853,0.276091,groupA
9.406916,1.782384,9.52774,groupB
0.5823,9.834541,0.819826,groupB
8.889215,6.008753,5.752447,groupB
4.199192,9.425013,9.313135,groupB
3.108233,1.193121,3.630428,groupA
9.034322,9.445825,2.796265,groupB
1.952579,4.159353,6.765551,groupA
8.047039,5.177641,8.253206,groupB
6.028115,6.690448,5.049709,groupB
4.730572,7.918814,8.074535,groupB
0.782818,5.356575,8.942187,groupA
8.238497,3.587769,3.088528,groupA
9.239958,3.720806,0.359524,groupB
7.715888,3.885553,4.850319,groupB
2.594682,2.15002,4.674937,groupA
0.857933,8.259711,6.491542,groupB
7.983159,6.896298,4.968745,groupA
0.569695,3.557235,3.019116,groupA
1.500839,9.822432,4.368025,groupA
5.557947,7.619575,1.226647,groupB
0.217483,0.82728,4.955568,groupA
2.383098,1.945166,8.002297,groupA
9.210669,5.105869,9.74811,groupB
9.711349,7.064849,7.313378,groupB
6.91013,5.80547,0.24279,groupB
5.422285,9.067062,3.893531,groupB
4.479691,5.021139,2.842991,groupB
6.436809,2.879511,0.290635,groupB
7.420631,1.391115,1.744054,groupB
9.06328,5.205697,9.579503,groupB
1.000455,6.891612,6.884104,groupA
8.624779,0.343797,9.137376,groupB
8.197833,3.885759,8.356854,groupB
6.068913,4.151796,6.301438,groupB
9.55627,8.529823,4.87192,groupB
2.749003,8.819299,9.420909,groupA
8.825849,1.006375,5.25478,groupB
5.538612,0.414786,7.997573,groupA
9.790002,7.258237,3.362377,groupB
2.565121,9.426458,6.094969,groupB
6.847736,6.365724,0.466025,groupB
5.373564,0.867785,2.335944,groupB
9.763834,1.52491,8.861186,groupB
0.734682,2.356086,6.925279,groupB
4.071141,5.625476,9.063327,groupB
3.936432,0.794911,2.340295,groupA
0.463728,4.850037,8.193727,groupB
7.77672,5.566677,9.993186,groupA
8.752603,6.409168,1.996693,groupB
5.911967,1.261201,6.251853,groupA
5.864444,8.348628,1.462725,groupB
1.690432,0.405942,0.174821,groupA
3.418351,1.696532,2.457688,groupA
4.952406,8.903689,8.172054,groupB
3.416165,1.494874,1.293963,groupA
7.105527,1.942943,0.314516,groupB
9.580225,5.892956,6.174701,groupB
5.373017,0.265422,9.105969,groupA
1.609588,6.72077,7.550836,groupA
1.239441,7.984996,3.250991,groupB
2.43504,8.970439,1.923127,groupB
5.395689,2.625514,8.376525,groupB
0.359221,9.189721,5.589126,groupB
1.454317,4.953386,3.501063,groupA
9.20263,4.870652,5.232285,groupA
4.763236,8.724225,8.703039,groupB
1.519482,0.188435,4.410291,groupA
9.337062,6.169889,9.689873,groupB
9.188836,9.07673,6.440337,groupB
3.09876,7.992955,5.325023,groupB
4.089003,9.289245,0.20995,groupB
2.341821,7.421941,5.514401,groupB
6.300585,8.196998,5.266426,groupB
1.391518,5.869117,4.788442,groupA
5.207826,4.220917,0.231907,groupB
1.848884,0.781511,2.757333,groupA
1.65538,3.328618,8.531406,groupA
5.27559,1.843,2.875198,groupB
0.521196,7.43838,1.419501,groupA
6.563994,3.998587,1.594148,groupB
5.400168,3.618346,7.879392,groupB
4.246166,7.229475,2.719743,groupB
7.952636,8.10885,0.966774,groupA
0.407545,3.915728,2.964258,groupA
9.886687,7.016417,6.865039,groupB
8.14036,3.807333,3.585483,groupB
7.446624,7.760544,9.841853,groupB
2.168538,6.39007,4.257437,groupB
7.162639,9.901755,4.827984,groupB
9.698463,2.792115,1.827734,groupB
6.325109,6.51619,1.982928,groupB
0.311164,6.39209,1.993913,groupB
0.26992,4.684904,1.046976,groupA
7.014912,0.817495,8.103023,groupA
9.038661,5.721368,7.920893,groupB
5.354193,3.098536,4.888111,groupB
2.250789,6.280498,0.941184,groupB
0.476831,1.252249,7.343619,groupA
0.237299,7.160557,1.798332,groupA
6.470414,9.826261,3.8639,groupB
7.927326,1.563987,4.973455,groupB
7.256692,8.174925,9.942544,groupA
8.161737,0.933494,0.337257,groupB
0.494198,5.074029,5.758584,groupB
9.534402,5.636349,5.536611,groupA
0.552863,9.410706,7.122504,groupB
8.755713,4.661913,4.431621,groupB
4.842894,2.3542,7.98302,groupA
7.966222,0.433379,1.815044,groupB
7.129893,9.292503,9.82089,groupB
9.985283,8.951217,2.34767,groupB
0.258723,5.102799,8.008973,groupA
0.774417,3.419074,3.47441,groupA
2.965287,1.172681,6.434371,groupA
6.45175,5.101506,4.617114,groupB
1.412598,2.045861,4.788807,groupA
6.883696,0.75081,1.325128,groupA
4.221085,1.458362,9.346735,groupA
0.300034,4.824433,6.68482,groupA
9.773931,4.856916,6.977242,groupB
6.239836,2.321113,3.832869,groupB
6.680203,8.191165,5.822227,groupB
9.921263,1.272467,6.2732,groupB
2.578927,6.743462,2.864314,groupB
1.963817,7.859632,8.731768,groupB
7.166584,7.404384,4.187241,groupB
0.263658,0.839569,8.767217,groupA
7.905776,9.321659,9.330723,groupB
8.963357,9.180566,6.973287,groupB
2.345668,3.973588,8.443149,groupA
0.404325,4.980403,9.193277,groupB
9.813819,8.444141,6.833202,groupB
8.975915,4.515502,3.97362,groupB
4.312357,2.080932,1.843169,groupA
6.0703,6.470881,2.517319,groupB
0.094474,3.795708,6.693552,groupA
9.531201,5.47812,9.482326,groupB
5.246005,5.233126,4.411441,groupB
8.172619,0.066757,1.946003,groupB
7.627227,4.419064,7.920004,groupB
6.890643,4.833155,0.480039,groupB
0.468269,0.845995,8.861274,groupA
7.243671,0.098679,5.072521,groupA
0.691019,3.825147,7.896161,groupA
8.42951,6.123666,1.138255,groupB
